знамя	112536
флаг	112213
уголок	104861
карандаш	72134
нить	68682
пятно	54817
девица	48589
краска	43523
звезда	34811
смещение	33020
командир	29241
крест	29220
террор	28650
вино	28348
лицо	27111
глина	26392
кирпич	25969
партизан	25779
чернила	24126
войско	23398
лента	23142
цветок	22404
глаз	22093
флажок	20844
цвет	20791
полоса	20223
галстук	18737
линия	18657
луч	18177
окраска	18079
огонь	17564
рубаха	16924
платок	16869
повязка	16403
кровь	15592
бант	15204
свет	15091
гигант	14694
роза	14190
сукно	14162
девушка	13831
часть	13732
перец	13561
угол	13207
дерево	13199
фон	13068
нос	12856
солнце	12758
армия	12385
песчаник	12269
волчанка	11932
огонек	11822
солнышко	11772
петух	11541
полотнище	11509
ракета	11252
строка	10996
косынка	10986
фосфор	10788
водоросль	10677
губа	10201
рубашка	10182
следопыт	10052
рука	10037
бархат	9788
точка	9340
полоска	9090
рыба	8861
охра	8776
крыша	8655
тон	8641
шапка	8507
ленточка	8317
отряд	8205
камень	8188
язык	8147
фонарь	8133
клевер	7789
ягода	7730
буква	7563
звездочка	7459
директор	7319
тряпка	7195
плащ	7191
полевка	7149
конь	6999
товар	6925
шапочка	6844
круг	6746
ангоб	6501
оттенок	6294
день	6290
боец	6280
ковер	6196
сторона	6179
лист	5938
околыш	5921
лампочка	5903
плод	5869
нитка	5789
офицер	5780
золото	5707
платье	5696
материя	5469
окрашивание	5363
стяг	5338
обоз	5273
икра	5121
песок	5092
колпак	5045
фронт	4979
книжечка	4955
кафтан	4909
щека	4858
профсоюз	4850
пояс	4813
одежда	4735
зарево	4699
яблоко	4676
черта	4653
конник	4604
девка	4604
чайхана	4565
кушак	4556
пигмент	4537
вымпел	4444
феска	4444
воин	4439
шлам	4428
прожилка	4419
кристалл	4370
лак	4349
мундир	4303
светофильтр	4290
штаны	4286
кайма	4267
шарф	4226
фуражка	4218
лампас	4207
сигнал	4196
печать	4152
юрта	4108
словцо	4106
конница	4104
платочек	4068
черепица	4011
кожа	4006
кхмер	3939
отблеск	3887
мак	3865
диплом	3851
воротник	3834
стол	3816
карлик	3799
мышца	3691
конец	3689
земля	3666
петроград	3659
комиссар	3636
сарафан	3502
ядро	3498
гранит	3448
шелк	3437
сафьян	3430
искра	3430
пятнышко	3362
век	3343
скатерть	3336
доска	3334
бумага	3296
заря	3280
сапог	3279
гвоздика	3272
казак	3264
фронтовик	3208
раствор	3200
крыло	3186
зверь	3175
перо	3165
яйцо	3159
стена	3134
жилка	3118
бригада	3105
сверхгигант	3054
область	3023
папка	2980
подкладка	2973
шея	2970
лежень	2958
полка	2953
переплет	2931
шарик	2927
стрела	2877
куртка	2875
гвардия	2873
кант	2867
солдат	2858
полумесяц	2824
граница	2800
чум	2792
кнопка	2772
кавалерист	2764
щит	2757
дом	2757
сапожок	2748
глазок	2730
железняк	2690
книга	2678
юбка	2659
халат	2637
волк	2630
полк	2610
отсвет	2604
лисица	2594
слово	2589
кумач	2579
уголь	2570
стрелка	2569
москва	2569
цена	2545
шар	2534
крыльцо	2532
пыль	2526
диск	2515
терем	2496
сдвиг	2486
изба	2480
поле	2477
эмаль	2455
закат	2432
столица	2398
румянец	2367
цифра	2366
мрамор	2362
питер	2358
туман	2349
свечение	2348
генерал	2323
колесо	2313
ряд	2301
командование	2290
клетка	2280
рожа	2278
гроб	2247
тушь	2242
лоскут	2240
обложка	2237
фильтр	2233
медь	2209
дорожка	2195
бантик	2193
отворот	2183
ухо	2175
треугольник	2175
тюльпан	2148
яшма	2147
головка	2130
здание	2125
горка	2111
помидор	2101
скала	2098
курсант	2086
китай	2085
трава	2085
вагон	2078
луна	2072
палец	2067
зерно	2066
шерсть	2065
небо	2062
волос	2042
профессор	2035
яичко	2031
борода	2022
почва	2003
облако	1998
каблук	1973
ткань	1963
опасность	1958
книжка	1947
свитер	1917
узор	1904
мергель	1903
империализм	1902
сургуч	1888
черт	1884
крестик	1873
лампа	1868
лапка	1859
кавалерия	1841
птица	1838
рубец	1836
кофта	1824
жилет	1817
сорт	1810
воск	1783
кофточка	1764
подушка	1761
звон	1758
бумажка	1743
блик	1737
капля	1734
фонарик	1720
боксит	1706
чума	1676
герой	1670
известняк	1663
квадрат	1657
специалист	1651
парус	1647
порошок	1633
гвоздик	1633
жидкость	1619
сотня	1610
кисть	1589
окно	1566
туфля	1560
лето	1551
атлас	1549
погон	1544
яранга	1540
число	1507
клюв	1488
прилив	1479
чулок	1479
плакат	1475
максимум	1472
хвост	1469
порода	1457
нога	1457
смородина	1455
кольцо	1447
крапинка	1444
газета	1442
костюм	1439
шаровары	1433
плюш	1432
моряк	1431
стекло	1430
алевролит	1421
мантия	1408
сок	1404
труба	1387
уголек	1385
пульпа	1385
камзол	1384
шнур	1372
материал	1372
гроздь	1366
веко	1365
кресло	1351
аргиллит	1334
коралл	1333
выпушка	1322
обшлаг	1317
каление	1314
зона	1312
комната	1310
смешение	1303
майка	1300
форма	1300
участок	1299
полотно	1291
дракон	1290
рябина	1288
соль	1287
дивизия	1280
шнурок	1266
фломастер	1265
шляпа	1261
ободок	1258
маршал	1256
гребень	1251
домик	1246
вспышка	1244
сестра	1239
рисунок	1230
лепесток	1229
календарь	1229
одеяние	1228
надпись	1228
голова	1225
корова	1212
вождь	1202
россия	1202
фрак	1194
свиток	1189
ствол	1184
абажур	1176
рот	1176
цветочек	1171
волна	1171
значок	1171
свадьба	1161
блеск	1161
смех	1155
светофор	1150
петлица	1148
человек	1147
лапа	1142
бусы	1140
язычок	1139
двор	1137
снег	1131
одеяло	1122
весна	1115
